IP, DNS Name or NETBios, OS, Instance ID, Instance Status, Last State Change, Last Time Agent Checked In, CVE Ranges by Year, Vulnerability ID, Vulnerability Title, Port, CVE ID, Vulnerability Type, Vulnerability Severity, Vendor References, Bugtraq ID, CVSS2 Base, CVSS2 Temporal, CVSS3 Base,CVSS3 Temporal, Threat, Impact, Vulnerable packages, ALAS Link, RHEL CVE Data, Exploitability, Associated Malware, PCI Severity and Compliance Status, OS CPE(s), Vulnerability Category, Patchable
,,,,,,,,,,, CVE-2017-9242, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=232cd35d0804cc241eb887bb8d4d9b3b9881c64a http://www.securityfocus.com/bid/98731 https://github.com/torvalds/linux/commit/232cd35d0804cc241eb887bb8d4d9b3b9881c64a https://patchwork.ozlabs.org/patch/764880/,  http://www.securityfocus.com/bid/98731, 4.9, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel-tools.x86_64: The __ip6_append_data function in net/ipv6/ip6_output.c in the Linux kernel through 4.11.3 is too late in checking whether an overwrite of an skb data structure may occur which allows local users to cause a denial of service (system crash) via crafted system calls.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=232cd35d0804cc241eb887bb8d4d9b3b9881c64a http://www.securityfocus.com/bid/98731 https://github.com/torvalds/linux/commit/232cd35d0804cc241eb887bb8d4d9b3b9881c64a https://patchwork.ozlabs.org/patch/764880/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.11.3, Local, True
,,,,,,,,,,, CVE-2017-9059, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c70422f760c120480fee4de6c38804c72aa26bc1 http://www.securityfocus.com/bid/98551 https://bugzilla.redhat.com/show_bug.cgi?id=1451386 https://github.com/torvalds/linux/commit/c70422f760c120480fee4de6c38804c72aa26bc1 https://www.spinics.net/lists/linux-nfs/msg63334.html,  http://www.securityfocus.com/bid/98551, 4.9, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel-tools.x86_64: The NFSv4 implementation in the Linux kernel through 4.11.1 allows local users to cause a denial of service (resource consumption) by leveraging improper channel callback shutdown when unmounting an NFSv4 filesystem aka a "module reference and kernel daemon" leak.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c70422f760c120480fee4de6c38804c72aa26bc1 http://www.securityfocus.com/bid/98551 https://bugzilla.redhat.com/show_bug.cgi?id=1451386 https://github.com/torvalds/linux/commit/c70422f760c120480fee4de6c38804c72aa26bc1 https://www.spinics.net/lists/linux-nfs/msg63334.html,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,, 67fc3fce71f611e78f3c77f17ed5f7fb, Package: kernel.x86_64 version: 4.9.20-10.30.amzn1, N/A - based on package, CVE-2017-8890, Network vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=657831ffc38e30092a2d5f03d385d710eb88b09a http://www.securityfocus.com/bid/98562 https://github.com/torvalds/linux/commit/657831ffc38e30092a2d5f03d385d710eb88b09a,  http://www.securityfocus.com/bid/98562, 10.0, RFE, RFE, RFE, Network vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The inet_csk_clone_lock function in net/ipv4/inet_connection_sock.c in the Linux kernel through 4.10.15 allows attackers to cause a denial of service (double free) or possibly have unspecified other impact by leveraging use of the accept system call.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=657831ffc38e30092a2d5f03d385d710eb88b09a http://www.securityfocus.com/bid/98562 https://github.com/torvalds/linux/commit/657831ffc38e30092a2d5f03d385d710eb88b09a,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Network vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.10.15, Network, True
,,,,,,,,,,, CVE-2017-7618, Network vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://marc.info/?l=linux-crypto-vger&#38;m=149181655623850&#38;w=2 http://www.securityfocus.com/bid/97534,  http://www.securityfocus.com/bid/97534, 7.8, RFE, RFE, RFE, Network vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel.x86_64: crypto/ahash.c in the Linux kernel through 4.10.9 allows attackers to cause a denial of service (API operation calling its own callback and infinite recursion) by triggering EBUSY on a full queue.. Refer to references  http://marc.info/?l=linux-crypto-vger&#38;m=149181655623850&#38;w=2 http://www.securityfocus.com/bid/97534,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Network vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.10.9, Network, True
,,,,,,,,,,, CVE-2017-9077, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98583 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  http://www.securityfocus.com/bid/98583, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The tcp_v6_syn_recv_sock function in net/ipv6/tcp_ipv6.c in the Linux kernel through 4.11.1 mishandles inheritance which allows local users to cause a denial of service or possibly have unspecified other impact via crafted system calls a related issue to CVE-2017-8890.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98583 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,,,,, CVE-2017-9076, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98586 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  http://www.securityfocus.com/bid/98586, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The dccp_v6_request_recv_sock function in net/dccp/ipv6.c in the Linux kernel through 4.11.1 mishandles inheritance which allows local users to cause a denial of service or possibly have unspecified other impact via crafted system calls a related issue to CVE-2017-8890.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98586 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,,,,, CVE-2017-9075, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8 http://www.securityfocus.com/bid/98597 https://github.com/torvalds/linux/commit/fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8 https://patchwork.ozlabs.org/patch/763569/,  http://www.securityfocus.com/bid/98597, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The sctp_v6_create_accept_sk function in net/sctp/ipv6.c in the Linux kernel through 4.11.1 mishandles inheritance which allows local users to cause a denial of service or possibly have unspecified other impact via crafted system calls a related issue to CVE-2017-8890.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8 http://www.securityfocus.com/bid/98597 https://github.com/torvalds/linux/commit/fdcee2cbb8438702ea1b328fb6e0ac5e9a40c7f8 https://patchwork.ozlabs.org/patch/763569/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,,,,, CVE-2017-9074, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=2423496af35d94a87156b063ea5cedffc10a70a1 http://www.securityfocus.com/bid/98577 https://github.com/torvalds/linux/commit/2423496af35d94a87156b063ea5cedffc10a70a1 https://patchwork.ozlabs.org/patch/763117/,  http://www.securityfocus.com/bid/98577, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The IPv6 fragmentation implementation in the Linux kernel through 4.11.1 does not consider that the nexthdr field may be associated with an invalid option which allows local users to cause a denial of service (out-of-bounds read and BUG) or possibly have unspecified other impact via crafted socket and send system calls.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=2423496af35d94a87156b063ea5cedffc10a70a1 http://www.securityfocus.com/bid/98577 https://github.com/torvalds/linux/commit/2423496af35d94a87156b063ea5cedffc10a70a1 https://patchwork.ozlabs.org/patch/763117/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,,,,, CVE-2017-7308, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  https://source.android.com/security/bulletin/2017-07-01 https://patchwork.ozlabs.org/patch/744813/ https://patchwork.ozlabs.org/patch/744812/ https://patchwork.ozlabs.org/patch/744811/ https://googleprojectzero.blogspot.com/2017/05/exploiting-linux-kernel-via-packet.html http://www.securityfocus.com/bid/97234,  http://www.securityfocus.com/bid/97234, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The packet_set_ring function in net/packet/af_packet.c in the Linux kernel through 4.10.6 does not properly validate certain block-size data which allows local users to cause a denial of service (integer signedness error and out-of-bounds write) or gain privileges (if the CAP_NET_RAW capability is held) via crafted system calls.. Refer to references  https://source.android.com/security/bulletin/2017-07-01 https://patchwork.ozlabs.org/patch/744813/ https://patchwork.ozlabs.org/patch/744812/ https://patchwork.ozlabs.org/patch/744811/ https://googleprojectzero.blogspot.com/2017/05/exploiting-linux-kernel-via-packet.html http://www.securityfocus.com/bid/97234,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.10.6, Local, True
,,,,,,,,,,, CVE-2017-7187, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  https://git.kernel.org/pub/scm/linux/kernel/git/mkp/scsi.git/commit/?h=4.11/scsi-fixes&#38;id=bf33f87dd04c371ea33feb821b60d63d754e3124 https://gist.github.com/dvyukov/48ad14e84de45b0be92b7f0eda20ff1b http://www.securitytracker.com/id/1038086 http://www.securityfocus.com/bid/96989,  http://www.securityfocus.com/bid/96989, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The sg_ioctl function in drivers/scsi/sg.c in the Linux kernel through 4.10.4 allows local users to cause a denial of service (stack-based buffer overflow) or possibly have unspecified other impact via a large command size in an SG_NEXT_CMD_LEN ioctl call leading to out-of-bounds write access in the sg_write function.. Refer to references  https://git.kernel.org/pub/scm/linux/kernel/git/mkp/scsi.git/commit/?h=4.11/scsi-fixes&#38;id=bf33f87dd04c371ea33feb821b60d63d754e3124 https://gist.github.com/dvyukov/48ad14e84de45b0be92b7f0eda20ff1b http://www.securitytracker.com/id/1038086 http://www.securityfocus.com/bid/96989,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.10.4, Local, True
,,,,,,,,,,, CVE-2017-1000371, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  https://www.qualys.com/2017/06/19/stack-clash/stack-clash.txt https://access.redhat.com/security/cve/CVE-2017-1000371 http://www.securityfocus.com/bid/99131,  http://www.securityfocus.com/bid/99131, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The offset2lib patch as used by the Linux Kernel contains a vulnerability if RLIMIT_STACK is set to RLIM_INFINITY and 1 Gigabyte of memory is allocated (the maximum under the 1/4 restriction) then the stack will be grown down to 0x80000000 and as the PIE binary is mapped above 0x80000000 the minimum distance between the end of the PIE binary's read-write segment and the start of the stack becomes small enough that the stack guard page can be jumped over by an attacker. This affects Linux Kernel version 4.11.5. This is a different issue than CVE-2017-1000370 and CVE-2017-1000365. This issue appears to be limited to i386 based systems.. Refer to references  https://www.qualys.com/2017/06/19/stack-clash/stack-clash.txt https://access.redhat.com/security/cve/CVE-2017-1000371 http://www.securityfocus.com/bid/99131,  https://alas.aws.amazon.com/ALAS-2017-845.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.5, Local, True
,,,,,,,,,,, CVE-2017-1000364, Local vulnerability with High access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  https://www.suse.com/support/kb/doc/?id=7020973 https://www.suse.com/security/cve/CVE-2017-1000364/ https://www.qualys.com/2017/06/19/stack-clash/stack-clash.txt https://access.redhat.com/security/cve/CVE-2017-1000364 http://www.securitytracker.com/id/1038724 http://www.securityfocus.com/bid/99130,  http://www.securityfocus.com/bid/99130, 6.2, RFE, RFE, RFE, Local vulnerability with High access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: An issue was discovered in the size of the stack guard page on Linux specifically a 4k stack guard page is not sufficiently large and can be "jumped" over (the stack guard page is bypassed) this affects Linux Kernel versions 4.11.5 and earlier (the stackguard page was introduced in 2010).. Refer to references  https://www.suse.com/support/kb/doc/?id=7020973 https://www.suse.com/security/cve/CVE-2017-1000364/ https://www.qualys.com/2017/06/19/stack-clash/stack-clash.txt https://access.redhat.com/security/cve/CVE-2017-1000364 http://www.securitytracker.com/id/1038724 http://www.securityfocus.com/bid/99130,  https://alas.aws.amazon.com/ALAS-2017-845.html,, Local vulnerability with High access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.11.5, Local, True
,,,,,,,,,,, CVE-2017-9242, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=232cd35d0804cc241eb887bb8d4d9b3b9881c64a http://www.securityfocus.com/bid/98731 https://github.com/torvalds/linux/commit/232cd35d0804cc241eb887bb8d4d9b3b9881c64a https://patchwork.ozlabs.org/patch/764880/,  http://www.securityfocus.com/bid/98731, 4.9, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel.x86_64: The __ip6_append_data function in net/ipv6/ip6_output.c in the Linux kernel through 4.11.3 is too late in checking whether an overwrite of an skb data structure may occur which allows local users to cause a denial of service (system crash) via crafted system calls.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=232cd35d0804cc241eb887bb8d4d9b3b9881c64a http://www.securityfocus.com/bid/98731 https://github.com/torvalds/linux/commit/232cd35d0804cc241eb887bb8d4d9b3b9881c64a https://patchwork.ozlabs.org/patch/764880/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.11.3, Local, True
,,,,,,,,,,, CVE-2017-9059, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c70422f760c120480fee4de6c38804c72aa26bc1 http://www.securityfocus.com/bid/98551 https://bugzilla.redhat.com/show_bug.cgi?id=1451386 https://github.com/torvalds/linux/commit/c70422f760c120480fee4de6c38804c72aa26bc1 https://www.spinics.net/lists/linux-nfs/msg63334.html,  http://www.securityfocus.com/bid/98551, 4.9, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel.x86_64: The NFSv4 implementation in the Linux kernel through 4.11.1 allows local users to cause a denial of service (resource consumption) by leveraging improper channel callback shutdown when unmounting an NFSv4 filesystem aka a "module reference and kernel daemon" leak.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c70422f760c120480fee4de6c38804c72aa26bc1 http://www.securityfocus.com/bid/98551 https://bugzilla.redhat.com/show_bug.cgi?id=1451386 https://github.com/torvalds/linux/commit/c70422f760c120480fee4de6c38804c72aa26bc1 https://www.spinics.net/lists/linux-nfs/msg63334.html,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
,,,,,,,,,,, CVE-2017-2671, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is medium,  http://openwall.com/lists/oss-security/2017/04/04/8 http://www.securityfocus.com/bid/97407 https://git.kernel.org/pub/scm/linux/kernel/git/davem/net.git/commit/net/ipv4/ping.c?id=43a6684519ab0a6c52024b5e25322476cabad893 https://github.com/danieljiang0415/android_kernel_crash_poc https://github.com/torvalds/linux/commit/43a6684519ab0a6c52024b5e25322476cabad893 https://twitter.com/danieljiang0415/status/845116665184497664,  http://www.securityfocus.com/bid/97407, 4.9, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is None. The integrity impact is None, Patch vulnerable package kernel.x86_64: The ping_unhash function in net/ipv4/ping.c in the Linux kernel through 4.10.8 is too late in obtaining a certain lock and consequently cannot ensure that disconnect function calls are safe which allows local users to cause a denial of service (panic) by leveraging access to the protocol value of IPPROTO_ICMP in a socket system call.. Refer to references  http://openwall.com/lists/oss-security/2017/04/04/8 http://www.securityfocus.com/bid/97407 https://git.kernel.org/pub/scm/linux/kernel/git/davem/net.git/commit/net/ipv4/ping.c?id=43a6684519ab0a6c52024b5e25322476cabad893 https://github.com/danieljiang0415/android_kernel_crash_poc https://github.com/torvalds/linux/commit/43a6684519ab0a6c52024b5e25322476cabad893 https://twitter.com/danieljiang0415/status/845116665184497664,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, medium Fail, cpe:/o:linux:linux_kernel:4.10.8, Local, True
,,,,,,,,,,, CVE-2017-7616, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is low,  https://github.com/torvalds/linux/commit/cf01fb9985e8deb25ccf0ea54d916b8871ae0e62 http://www.securitytracker.com/id/1038503 http://www.securityfocus.com/bid/97527 http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=cf01fb9985e8deb25ccf0ea54d916b8871ae0e62,  http://www.securityfocus.com/bid/97527, 2.1, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is None. The confidentiality impact is Partial. The integrity impact is None, Patch vulnerable package kernel.x86_64: Incorrect error handling in the set_mempolicy and mbind compat syscalls in mm/mempolicy.c in the Linux kernel through 4.10.9 allows local users to obtain sensitive information from uninitialized stack data by triggering failure of a certain bitmap operation.. Refer to references  https://github.com/torvalds/linux/commit/cf01fb9985e8deb25ccf0ea54d916b8871ae0e62 http://www.securitytracker.com/id/1038503 http://www.securityfocus.com/bid/97527 http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=cf01fb9985e8deb25ccf0ea54d916b8871ae0e62,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, low Pass, cpe:/o:linux:linux_kernel:4.10.9, Local, True
,,,,,,,,,,, CVE-2017-5967, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is low,  http://git.kernel.org/cgit/linux/kernel/git/tip/tip.git/commit/?id=dfb4357da6ddbdf57d583ba64361c9d792b0e0b1 http://www.securityfocus.com/bid/96271 https://bugzilla.kernel.org/show_bug.cgi?id=193921,  http://www.securityfocus.com/bid/96271, 2.1, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is None. The confidentiality impact is Partial. The integrity impact is None, Patch vulnerable package kernel.x86_64: The time subsystem in the Linux kernel through 4.9.9 when CONFIG_TIMER_STATS is enabled allows local users to discover real PID values (as distinguished from PID values inside a PID namespace) by reading the /proc/timer_list file related to the print_timer function in kernel/time/timer_list.c and the __timer_stats_timer_set_start_info function in kernel/time/timer.c.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/tip/tip.git/commit/?id=dfb4357da6ddbdf57d583ba64361c9d792b0e0b1 http://www.securityfocus.com/bid/96271 https://bugzilla.kernel.org/show_bug.cgi?id=193921,  https://alas.aws.amazon.com/ALAS-2017-828.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, low Pass, cpe:/o:linux:linux_kernel:4.9.9, Local, True
,,,,,,,, 680e0f4c71f611e78f3c77f17ed5f7fb, Package: kernel.x86_64 version: 4.9.27-14.31.amzn1, N/A - based on package, CVE-2017-8890, Network vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=657831ffc38e30092a2d5f03d385d710eb88b09a http://www.securityfocus.com/bid/98562 https://github.com/torvalds/linux/commit/657831ffc38e30092a2d5f03d385d710eb88b09a,  http://www.securityfocus.com/bid/98562, 10.0, RFE, RFE, RFE, Network vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The inet_csk_clone_lock function in net/ipv4/inet_connection_sock.c in the Linux kernel through 4.10.15 allows attackers to cause a denial of service (double free) or possibly have unspecified other impact by leveraging use of the accept system call.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=657831ffc38e30092a2d5f03d385d710eb88b09a http://www.securityfocus.com/bid/98562 https://github.com/torvalds/linux/commit/657831ffc38e30092a2d5f03d385d710eb88b09a,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Network vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.10.15, Network, True
,,,,,,,,,,, CVE-2017-9077, Local vulnerability with Low access complexity requiring athentication level None, Based on the Halo account settings the vulnerability is critical.  It is a CVE from 2017 and its qualitative severity ranking (based on PCI guidelines) is high,  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98583 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  http://www.securityfocus.com/bid/98583, 7.2, RFE, RFE, RFE, Local vulnerability with Low access complexity requiring athentication level None, The availability impact is Complete. The confidentiality impact is Complete. The integrity impact is Complete, Patch vulnerable package kernel.x86_64: The tcp_v6_syn_recv_sock function in net/ipv6/tcp_ipv6.c in the Linux kernel through 4.11.1 mishandles inheritance which allows local users to cause a denial of service or possibly have unspecified other impact via crafted system calls a related issue to CVE-2017-8890.. Refer to references  http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52 http://www.securityfocus.com/bid/98583 https://github.com/torvalds/linux/commit/83eaddab4378db256d00d295bda6ca997cd13a52 https://patchwork.ozlabs.org/patch/760370/,  https://alas.aws.amazon.com/ALAS-2017-846.html,, Local vulnerability with Low access complexity requiring athentication level None, N/A, high Fail, cpe:/o:linux:linux_kernel:4.11.1, Local, True
